Gene	A0106_T	A0113_T	A0135_T	A0136_T	A0156_T	A0167_T	A0169_T	A0179_T	A0180_T	A0181_T	A0184_T	A0187_T	A0188_T	A0200_T	A0204_T	A0205_T	A0209_T	A0214_T	A0234_T	A0241_T	A0265_T	A0273_T	A0282_T	A0287_T	A0312_T	A0313_T	A0353_T	A0373_T	A0375_T	A0378_T	A0383_T	A0394_T	A0395_T	A0411_T	A0421_T	A0504_T	A0526_T	A0568_T	A0605_T	A0614_T	A0629_T	A0673_T	A0680_T	A0695_T	A0715_T	A0738_T	A0740_T	A0743_T	A0760_T	A0794_T	A0804_T	A0811_T	A0825_T	A0847_T	A0927_T	A0933_T	A0934_T	A0978_T	A0982_T	A1020_T	A1063_T	A1126_T	A1156_T	A1159_T	A1170_T	A1177_T	A1183_T	A1184_T	A1191_T	A1195_T	A1197_T	A1210_T	A1211_T	A1217_T	A1220_T	A1223_T	A1230_T	A1232_T	A1245_T	A1253_T	A1270_T	A1287_T	A1301_T	A1303_T	A1314_T	A1319_T	A1320_T	A1336_T	A1346_T	A1347_T	A1358_T	A1359_T	A1360_T	A1369_T	A1380_T	A1381_T	A1403_T	A1423_T	A1430_T	A1434_T	A1444_T	A1459_T	A1461_T	A1462_T	A1463_T	A1479_T	A1485_T	A1511_T	A1532_T	A1538_T	A1543_T	A1545_T	A0118_T	A0121_T	A0128_T	A0132_T
AC010327.1	0	0.108578773	0.092617033	0.044519587	0	0.037717073	0.127571402	0	0.589989978	0.26987605	0	0.042239937	0	0.043029151	0	0.278188824	0.091969437	0.02567813	0.160106693	0.079952743	0	0.084193362	0	1.590291192	0.124670768	0.104445961	0	0.029098642	0.102512166	0.205322581	0	0	0.117247735	0.063881846	0.297612764	0.059127983	2.390480995	0.153249823	0	0	0	0	0	0.533204599	0.190395691	0	0	0.316888232	0.154001145	0.109892567	0.096896668	1.098350939	0.026245644	0.074324926	0	0.328453531	0	0	0.127147664	0.274166617	0	0.09794163	0.170989827	0.193937252	0.368710811	0.647680918	0.072620953	0.406311885	0.267348688	0.599558724	0.028570109	0.028773934	1.986855549	0	0.23768233	0	0.390092074	0	0.03491343	0.605894487	0.022970548	0.279799873	0.083568884	0.251680188	0.185169873	0.029248105	0.1199482	0.589729941	0.486134858	0	0	0.108429502	0.137583816	0.237039399	0.104517216	0	0	0	0.27764607	0.202990443	0.058444516	0.401711359	0.434757698	0.234690743	0.269930691	0.143644719	0.027991832	0.046784612	0.093052542	0.040847898	0.02953276	0.075894626	0.166949998	0.163071983	0	0.235555202
AC010522.1	11.3316718	22.410411	6.175920466	2.987947315	11.27191078	0.408289399	2.485741436	3.38156392	5.109339256	9.348554026	7.405744691	7.681794018	14.63345014	15.18484979	6.536095845	5.721677814	10.91149354	14.34310609	3.604980688	8.308731435	9.701995773	15.40262264	8.958376248	12.05049294	21.77302954	9.949572984	1.763903636	2.393957448	10.13525872	10.6686157	5.104001858	1.842252893	5.584538069	7.007448307	8.333398293	5.440541281	3.112015895	5.750984341	8.721667408	6.352451944	8.567429351	0.512681131	0	5.521014028	5.461766223	10.60075737	2.185961425	13.56887118	8.085293845	2.902607167	6.992745172	6.361766657	3.636615011	6.651123773	0.927397983	1.859814436	10.10413226	4.083407291	4.640368491	5.698308009	3.417016176	8.322754861	8.236835696	7.493176889	3.038549386	4.580638699	4.402304627	7.246802904	3.918117823	8.230197323	6.185460119	9.842749827	1.107978656	10.217763	14.95004456	6.170796419	5.57405406	8.606622262	9.372907307	1.42420553	7.111603124	1.541959525	8.503595111	9.662722817	7.524487353	2.659543755	9.93311104	13.67969819	4.585837662	4.388359912	2.51699312	2.347510686	3.157427089	8.357713177	3.620494834	8.241161271	3.230755901	0	5.918590087	1.31842965	5.862696665	3.027877611	7.208637504	6.578662094	5.113525605	9.53710031	10.90847273	7.647334633	3.581507208	7.66446625	5.498732688	7.394071648	4.578348797	7.56541379	2.26364679	8.451090725
AC010531.1	3.757959438	9.98214522	2.135031553	0	3.510414882	4.036795415	0.722073544	2.143194762	3.606219704	4.258594981	3.902890634	1.391036902	5.675443755	4.516774085	1.420285495	4.580628574	0	2.853990752	1.252242666	5.660922687	3.199994408	3.032573336	2.458390635	1.119777717	6.415050157	4.586123882	3.415930908	1.856649055	0.421988698	2.958217941	4.68202744	4.441041807	3.861178281	2.498195763	3.675345879	3.529282924	4.759386689	2.838820303	0.797262761	1.610443221	0	1.624655839	1.784813879	1.38375582	5.878192241	0	0	4.13079716	4.913048602	6.333178969	1.063660378	7.5159828	1.296474239	3.824458081	4.097128774	5.564290201	9.229118526	1.391668279	0	6.696358984	6.009717536	4.182932343	4.44321237	3.438993221	1.517788573	2.132929479	3.736778586	3.663730087	3.216945541	7.036619617	3.175419212	1.658260242	3.22196719	0.315897364	2.986735029	2.234843974	0.963482396	0.818216135	1.149761909	1.781535056	1.134692053	1.413559208	1.376036645	6.078072133	2.462644219	0.6621949	1.975054731	8.438828297	0.929110763	0.753964161	3.555106576	1.394835179	3.114981327	0.696976136	0.676095254	0	0	1.061940368	1.582508643	0	1.122731616	0.918685824	0.742057832	1.830502247	0.972267408	3.695686197	3.917740399	2.985108587	2.553655979	5.548927564	1.580421035	2.030718803	3.49349733	2.781023881	1.245899592	15.23746611
AC010605.1	22.01938906	4.274696073	8.751095411	28.68685078	22.51264072	43.61669756	43.84292769	13.37142689	27.07663043	12.10431109	24.15266468	33.34353623	25.79065681	8.974111603	22.18059424	25.73412277	10.83488289	17.46744015	22.76378541	25.556157	30.25120252	7.426502655	24.01136821	24.87050863	15.37705125	8.718458104	24.63191043	29.90886243	7.382041489	48.52631098	3.632772503	37.16540606	18.73419625	9.025343515	35.44726054	37.23809507	38.098011	28.77308741	21.04097149	30.560523	20.25664984	21.93027403	29.27790821	14.78221667	23.91062222	20.80321133	12.35913766	26.66229501	14.59138109	27.71646748	20.37766957	22.83990792	20.65903785	30.15033293	6.89386347	7.516888988	13.08831839	42.77571147	33.59189655	20.05736375	10.38231195	24.28861442	5.33643513	19.53783641	16.80391451	23.23950221	17.48003503	23.41593815	25.84204628	34.3671195	29.62189507	24.52045802	6.098403145	27.59244292	6.788977931	29.4481841	13.76364956	29.41929791	23.95850336	24.45767909	32.77945812	26.98122758	21.09391896	28.29575896	37.39434792	24.88080791	31.89797597	7.872082418	29.48706452	12.99775981	13.90485223	13.0090919	26.74023258	24.95881106	19.8670909	18.15882577	28.06241181	35.43987653	13.79387869	33.17415704	8.300836254	25.29095858	20.27628776	30.28591391	32.87322139	17.30570788	24.50263029	6.697246565	18.76544624	13.8627708	31.61342438	32.18650409	7.862333298	5.137215812	27.10845977	31.66976727
AC010616.1	17.11963318	9.56586999	6.119721697	10.29579722	11.73551024	9.541475681	13.4267519	12.4266546	7.222993645	9.340681086	10.63423349	9.050902432	6.887998802	6.53930248	8.019905531	15.32884179	8.368802708	17.59716798	20.03991069	10.62621976	9.970791613	11.80176804	10.75106482	10.82396524	6.158653959	7.295686096	17.17556601	10.98690769	10.90218699	25.29239733	5.231466166	11.61793369	6.917150848	8.281255523	31.91336904	11.05098589	14.57114159	10.72880894	13.01663822	14.82419296	12.50535645	11.30053163	15.4977044	7.987331039	9.90714424	9.102292391	16.04335789	12.43019591	11.01157286	8.485245081	10.30497771	21.40869988	9.389429762	9.354401158	4.376406993	15.76430437	6.852786527	7.793229569	15.36247277	11.42152441	5.611602214	7.46539218	6.193860654	6.646647596	24.02595835	56.2052493	6.535058697	7.725442571	8.114350361	6.646847517	5.312768494	6.056850823	10.48555671	3.151030601	7.698988296	4.868421539	3.719043594	9.434741918	4.185419683	4.771496142	5.507415539	4.225812904	6.415875704	7.982355691	6.561295036	5.908187604	7.699196751	3.419529561	5.736005312	4.172394613	1.818547428	4.605775297	10.20781207	6.648575438	5.383886885	1.865128183	4.14293275	6.114816399	8.386568099	8.981722685	4.523768642	16.62818394	9.068477735	8.698091156	11.44465105	6.485792926	6.975543102	9.428523258	28.55635835	5.963609573	4.348819768	8.04752698	8.194690055	4.046149311	14.51842575	24.74428373
AC010618.1	55.29322657	164.7546976	158.6429077	139.4494961	83.00435784	95.91857388	36.3102111	113.234645	76.11799287	60.01486337	70.45706813	103.4867598	87.69064942	119.4872627	48.69174258	105.8155855	91.10800746	119.8672019	80.45991223	137.375857	104.8167799	101.7755792	54.32263995	62.20258381	127.7998999	127.8457023	99.10677174	55.30715646	118.464331	100.1647244	70.75008695	58.85913837	52.20266502	129.6753183	73.08406286	109.6860755	155.1335204	75.14988192	234.514429	134.8538316	146.5039082	59.46140666	94.5509188	211.3264416	157.780097	92.58996816	103.789745	95.09688587	255.7524215	170.6889044	72.37857152	131.1128651	112.6891452	146.7772165	199.6151211	84.13434144	167.8435514	202.3073884	137.1286505	149.313247	148.641197	182.3858807	206.4541237	115.7442702	98.92592183	79.27852925	201.2003736	127.2771513	119.1792764	123.9462322	102.7404926	114.8489833	84.9111796	61.3331415	95.7726207	53.85138887	81.48420517	71.13258926	37.69202522	49.94699253	100.9847065	56.80692872	95.35548383	70.54260739	81.27299767	122.5786809	72.15660074	71.25638138	74.31487174	72.31694986	68.18459102	56.31398345	71.18100028	56.8962151	71.00447411	141.4409603	72.74283362	99.91717804	93.16214578	94.04351031	97.71708765	79.12371566	69.00900972	145.6541162	128.6048858	131.9608261	125.9326098	123.8245753	115.9041845	150.6191017	96.71591263	96.93685249	71.87258095	129.248057	72.58769941	254.1740084
AC010761.1	6.935163497	8.996648445	4.922998831	11.04324678	8.069325444	7.390341839	3.706268658	6.627855017	10.80755319	11.18073029	6.955909774	6.823758502	6.81677342	7.10821804	6.023289661	8.498870905	6.058000406	12.20385182	4.638985102	6.699742502	6.553092256	5.923117087	4.823873175	5.626670203	5.197485908	7.384200885	8.004006941	5.868436072	7.621432787	6.865701088	5.011151217	6.904882427	6.369703566	6.103199794	3.846289171	7.348862915	9.705296719	6.002939558	11.81538892	9.582008809	9.90748804	5.292619975	4.533999431	13.60326439	5.320630715	1.379956102	3.288524594	3.761457516	6.119310582	7.799811786	3.635632995	6.169744656	3.56973883	4.06689052	4.451388576	6.188239852	6.421959165	7.251071217	6.228377662	8.534341574	5.277583299	5.882297143	4.733778291	4.35356076	6.793184801	7.335439522	6.181238032	8.751825598	7.962734148	5.956355032	7.086920269	6.582675748	2.886548632	5.1588037	5.15002199	4.279133952	5.631000849	7.324677178	4.584919983	4.474549641	6.966795171	4.25499014	7.229219087	9.757996601	7.511837521	6.111964244	3.453541794	5.165915356	6.315283504	3.906979254	6.733520215	3.446799298	6.768275725	5.435154713	6.302509533	5.754125063	3.857741067	7.199758831	7.067415114	4.958559973	4.091346419	6.543822228	6.443186054	8.0719524	7.02160737	7.385821665	5.236781777	6.789955458	6.928917629	8.344387674	4.847895985	7.448638832	6.264084583	6.701300427	6.437985431	9.679934875
AC011005.1	0.882179904	1.630071421	0.46028392	0.207423206	0.487935527	0.175729309	0.84202933	1.905930666	1.166178276	2.025797609	1.674571724	0.590405954	0.574471128	1.336527006	0	1.72816272	0.571331908	2.55228005	0.547037541	0.39734551	0.426099577	1.176807217	0.198748411	0.324973556	1.355338071	0.27034937	1.780817993	1.626897448	1.326719547	1.753817367	1.316784411	1.03833799	0.500751335	0.760622202	0.554648396	0.321400147	1.650014418	1.348691468	2.125571115	3.385100283	0.757085998	1.307614264	1.840539264	1.512168904	0.887081109	0.232786034	1.568076842	0.164047577	1.614405711	0.512005392	0	1.151963466	0.692932804	0.384767332	0.900056783	0.824014472	0.426358522	1.879103037	0.733446866	1.248995725	0.490232249	2.053459102	1.759304921	0.602387838	0.406379527	2.279994094	0.225567696	0.330535324	0.574899819	0.871708955	0	1.966241614	0.561033205	0.715083582	1.593096593	1.844398771	0.666415014	0.661486238	1.084444873	0.37639336	0.285394966	0.079007767	0.173048683	0	0.973340095	0.635932078	0.651998719	1.526465134	0.215711689	0.379270439	0.361107801	0.25259438	1.068371556	0.736267269	1.344939504	0.225637858	0.272652866	0.845806028	0.464366814	0.66991467	0.847160119	0	1.218653123	2.570585884	0.768561568	0.855167546	2.130160721	1.852798415	1.1882352	3.129645382	1.054913474	1.060812179	0.475349253	0.542697141	0.55551177	0.679395982
AC011043.1	169.9751971	101.2976137	23.57135974	158.4583835	40.42907068	111.5628926	44.06122971	71.61586772	143.3740481	244.5434797	360.2334062	189.8650508	210.1996878	213.407438	195.5915515	88.62433739	41.2573217	68.01353958	52.73738693	65.30303304	302.9163245	254.1506851	66.55726644	82.79887981	66.54802549	136.7049488	240.1257245	89.86699852	93.16443462	110.7612117	40.8036219	164.7355366	158.55098	44.31793094	47.58790588	109.7446479	42.08146981	43.36667446	24.85331357	176.6738229	131.4566267	228.1416239	45.71969476	16.15899852	47.46954898	142.070748	56.54220769	45.59169888	35.43683869	23.86318341	59.86184901	30.97493915	28.89493581	93.36210151	21.27858318	46.21704914	67.16483749	119.8578935	29.9312636	134.5220383	27.57321896	62.60067003	25.91874217	74.49516229	28.63357382	78.52140185	47.67668692	248.7852523	71.87474362	27.54130956	116.4718477	69.29658017	42.15461648	365.3748067	39.97556333	94.14932492	71.88024933	187.5940615	352.2412811	260.5411989	53.61648268	84.44373495	465.6234523	133.9845488	199.4572192	278.9052198	114.0215911	63.99231936	140.6592294	173.8433658	61.41410791	232.0876867	116.112003	228.2853092	46.27246881	140.9453101	36.89390771	106.0952879	89.47249927	51.83410675	14.69327963	56.39944111	40.72711277	93.55932804	202.822427	32.43331962	68.36357255	76.96807139	38.67574998	57.86874811	73.36731497	64.70132709	21.06067891	56.64526887	96.16267918	18.76432894
AC011043.2	10.68003426	10.15559154	3.564064933	12.13510535	3.958089689	2.822203124	8.395021628	4.372734661	4.729967336	6.490813141	73.0298461	4.458744689	13.12005538	16.78834516	7.952461963	9.710872121	1.572953025	7.479664885	7.401978924	5.256065018	15.45815539	23.39933114	1.367952282	6.542461497	6.385625994	10.51334926	11.6522844	7.737275277	11.82540921	5.349751178	13.29086329	7.430951857	22.71614956	7.511425839	11.98287382	7.544990435	2.338159555	6.416066213	7.176957922	10.08133382	11.30304882	9.316501109	4.480190843	7.031600118	4.134021553	4.47288532	0	2.916873189	5.658729069	4.845566013	10.01239164	1.639121355	3.5419373	7.746247057	0.471354224	2.430666279	4.6463785	8.606519306	0.097080632	6.691694924	4.112290516	2.846353563	2.998691868	3.428535014	3.019534772	6.288666992	2.102404628	20.11324231	6.292633586	11.93147583	15.04078056	3.114200147	1.005598516	18.45675539	3.309563678	7.798166825	13.39561035	6.260237261	13.4819472	9.622425201	3.130644747	10.63803518	9.454081016	15.64859857	14.00770693	10.43449062	7.973501459	0.825503313	8.026701026	6.428246396	9.586716339	6.012537758	9.780053709	4.343661631	3.910282397	4.270826655	9.304929121	12.60057513	9.674090215	5.28898652	4.190932271	4.572360257	3.145420084	3.399944559	10.12892088	3.646746048	3.740189333	8.032826978	2.210385239	5.130501497	7.458098291	8.585898395	5.279414611	3.890931479	12.83076748	5.215727655
AC011195.2	1.17824701	0.33441921	0	0	0.236978493	0.597432348	0.042098133	0	0.094397434	0.771837633	0.049078389	0.111512295	0.133162309	0.624776908	0.45542802	0.642609632	0.242796837	0	0	0.379931562	0	0	0.281537958	0	0.43883663	0.091911509	0	0.268868707	0.045104893	0	0.218376222	0.320915424	0.116074074	0.028107725	0.052379312	0.039024071	0	0.033714617	0	0	0	0	0.457854005	0.061201991	0	0.461655748	0	0	1.067217055	0	0.511609189	0.188286813	0	0.032702634	0.066520669	0	0.48316807	0.046973857	0.479523445	0	0	0.096961225	0.169278203	0	0	0.284976698	0.223670255	0.127696719	0.027145898	0	0	0.151924823	0	0.506477436	0.033024997	0.313522967	0	0.187406262	0	0.228506448	0.242566516	0.167878212	0.367699339	1.063086274	0	0.386071051	0.277077517	0.148273445	0.229175525	0.161177175	0.613834661	0.035781371	0.363217571	0.357587218	0.197087599	0	0.308982118	0.605371121	0.056382935	0.100479245	0.668598442	0.039278044	0.027993869	0.130437314	0.029692073	0.063203032	0.184744211	0	0.191065938	0.503240967	0.428811308	0.26714636	0.220371751	0.553507259	0.32687143	0.355348225
AC011448.1	44.92947978	44.07983949	35.34274391	40.09019164	36.49554963	28.85299523	23.88571543	37.86517179	36.79019846	24.46293498	38.2553548	36.98285002	38.01679011	15.03884488	32.53091298	32.05795851	34.24282987	33.24265006	15.41696462	40.31887463	42.48232149	26.72350885	17.11494844	27.46227443	18.45178372	43.08494014	12.37583299	37.61892224	42.40909689	31.12083692	32.74571297	23.13953372	33.60865009	25.40258686	40.33302293	45.02114826	25.85457886	37.66603173	31.5889035	30.74487742	52.2074763	9.805881092	4.278090698	21.28966889	11.37358948	18.62055483	31.50765309	26.5582587	20.8705152	17.87140856	2.476576058	30.37038899	29.62487835	20.18947646	16.2652712	11.08310167	33.34291603	34.52083107	31.80661574	35.85185456	27.81544358	30.51969147	30.14757587	34.21011083	22.14217625	45.35036274	23.35251086	34.39782775	19.69267066	50.72643706	48.04179397	34.68498957	30.00749852	24.49453802	37.69863508	18.81732277	27.47640119	19.94970331	11.64205793	14.63197415	35.14424962	28.07637952	30.15141265	35.48445068	39.62298601	23.78253828	38.92787987	45.56914735	34.36507826	10.49486126	21.44164331	18.17485455	32.87515252	25.96489553	31.89644194	5.129651069	12.20914749	18.6560933	5.141354783	30.81259986	28.03442619	25.25706745	24.84588191	25.85866395	9.466264855	30.82273962	18.06905868	34.20444218	14.15932595	37.19656587	6.056162355	16.78140576	44.90341542	16.11790775	34.63899469	51.42462214
AC011455.2	3.681878963	1.082751716	0.701921278	2.264150313	3.356793724	2.933705666	1.399361642	2.039646188	1.568907428	1.255900052	3.781855388	3.833086339	2.984451455	0.300361852	2.279397562	2.91281519	0.440218933	3.840949538	1.117613093	2.328092186	2.051971653	1.259369187	1.403768013	1.711042772	0.994577375	1.631744684	2.347088858	1.828088502	1.192631166	2.04748471	0.288707354	1.939523418	1.315348807	0.19110967	8.191144517	1.47406633	1.028304538	1.73197491	0.412020423	2.507947474	1.601339108	0.70842263	1.297097835	0.138707918	0.49839121	1.644177105	0.251713403	1.018229213	0.652674782	0.504092344	2.286808978	1.280197169	1.151579347	1.161167951	0.226143221	1.03299541	0.517106921	1.632407193	0.615847548	1.786213394	1.127945401	1.001094661	0.532849113	1.160369862	0.948851212	1.980667736	0.362089476	2.02587891	0.820311214	2.416970904	1.79488405	2.467639133	1.98130003	1.836605112	0.94807095	1.861008942	1.67270569	2.548420289	1.392632307	2.209646896	2.130287705	1.877026916	2.777840456	3.848305653	3.636226214	2.158307932	1.973611344	0.980134959	2.527758268	0.511407719	1.258697641	1.189389502	3.045820305	3.309272458	1.935606623	4.056663558	0.992057226	1.200509099	0.788013857	0.936205701	0.563383936	2.462875105	0.444116253	0.591245091	1.390742297	0.095495379	1.646900247	0.676480034	0.783579882	0.461648388	0.441752741	1.110008745	0.554943945	0.673694906	2.332210945	1.442935998
AC011462.1	15.87644127	13.2929686	1.33470595	8.821624307	7.770657776	12.00320838	7.05371407	9.825267064	9.769123013	13.41410185	5.767461884	7.313101499	6.057526267	6.545436443	5.740426218	9.430858398	9.093534361	19.06775382	7.78714029	6.337103378	6.406711494	10.32157996	13.1059367	12.27136625	7.943446767	8.292387614	13.58925761	5.765940368	4.445593519	13.1507018	2.628341666	7.512081576	11.00038734	5.498043189	12.74757465	10.62159552	3.064659132	6.875958584	6.615870788	12.78028138	10.38848321	6.293248069	7.578963236	9.790632353	3.644104305	9.700289035	8.420412633	8.738713963	8.861842685	5.234889412	6.690986811	4.796472059	8.746488167	6.024926381	4.463367209	9.127882179	10.68434154	7.193998221	5.235221678	12.07256327	9.266389988	8.110872431	3.914385705	5.255242848	17.1641254	30.6803587	12.98487344	8.655257561	7.018128646	8.093854032	9.549719254	6.651865604	31.03071795	4.838306593	8.062345456	8.489342741	14.05406209	10.42900552	6.324167124	6.999105866	10.85039627	8.654978355	5.12948082	14.07129377	9.892787651	8.020113944	7.952649825	4.552826899	5.560078851	6.329888166	5.983545742	3.47239948	8.564262622	10.50549285	6.216062413	10.58499427	5.592931029	5.909240623	5.386181202	8.836841999	5.283528342	15.03848071	6.812879276	12.68299905	5.132608149	4.815780804	7.75967158	8.170162613	12.20955908	4.333190821	7.359285133	4.734385513	7.908347602	6.644440458	12.83166783	15.01971735
AC011479.1	16.76245684	70.60235261	22.62535726	12.79489669	16.28532695	9.213880321	5.957888204	9.08474577	28.13199132	18.25942964	49.55533007	6.828596331	22.22818756	7.419927952	5.422804794	13.99147125	8.32606385	0.922484462	4.141309176	42.62485748	22.83417686	17.54290514	4.597422046	24.35587526	24.93190837	21.88790094	29.91959623	13.27614863	5.52411029	8.482624156	7.800650613	8.29736821	13.68937092	21.87851812	7.270363686	19.64854825	41.87244894	14.31426322	90.45135842	71.17604947	48.93286114	17.01425291	8.099655367	16.32366945	27.10329295	11.84650683	15.56696797	17.20276198	16.04418341	18.79191071	8.586476324	11.47873655	8.108702359	7.209313618	43.90303252	17.1548947	38.68279552	22.50064942	15.00838123	23.11328352	12.09598693	17.24086602	24.26403581	43.73244049	30.42284612	73.21625507	14.87073623	30.02753268	28.66567021	44.63633163	6.260909138	17.05606565	31.90362588	6.892174633	19.05481869	14.87158708	17.79780798	17.64762899	12.79347025	6.592201767	8.334669887	13.61559943	49.23615369	40.74742189	9.006069893	7.880516228	17.12878424	11.70273961	14.47046163	16.23048248	11.45567732	13.73100275	40.03575651	10.8270009	50.31393714	7.202806752	34.79345199	11.94499225	22.2506061	15.22291231	11.40790205	14.64524296	39.77036644	35.41122242	13.49531922	14.79321364	32.782691	54.20363559	27.9318205	9.783046524	12.62544437	37.89845417	5.897702346	5.690964747	10.57655905	36.75055595
